"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"832","수영장업","10_35_01_P","5080000","CDFH3301012005000001","20050824","","01","영업/정상","13","영업중","","","","","473-6300","","730320","경상북도 구미시 인의동 701-8","경상북도 구미시 인동북길 117 (인의동)","39439","새천년사우나스포츠","20201223123907","U","2020-12-25 02:40:00.0","","328594.048431568","289487.433024034","수영장업","사립","","","1","512.82","","","",
"833","수영장업","10_35_01_P","5080000","CDFH3301012014000001","20140717","","01","영업/정상","13","영업중","","","","","480-6003","","730802","경상북도 구미시 선산읍 노상리 333-2번지","경상북도 구미시 선산읍 단계동길 270, 지하2층","39111","구미시 선산청소년수련관","20171127091318","I","2018-08-31 23:59:59.0","","315896.391797313","307248.31502671","수영장업","사립","Y","4","","","","","",
"834","수영장업","10_35_01_P","5150000","CDFH3301012007000001","20071102","","01","영업/정상","13","영업중","","","","","054-832-3796","","769803","경상북도 의성군 의성읍 상리리 637번지","경상북도 의성군 의성읍 충효로 68","37331","의성군청소년센터","20170904093547","I","2018-08-31 23:59:59.0","","352942.98122649","318447.628093744","수영장업","사립","","","","","","","",
"835","수영장업","10_35_01_P","4980000","CDFH3301011995000001","19950607","","01","영업/정상","13","영업중","","","","","390-4775","","515873","전라남도 장성군 삼계면 사창리 132-5번지","","","상무수영장","20040120092318","I","2018-08-31 23:59:59.0","","","","수영장업","사립","0","","","","","","",
"836","수영장업","10_35_01_P","4980000","CDFH3301011996000001","19960722","","01","영업/정상","13","영업중","","","","","393-0303","","515871","전라남도 장성군 삼계면 화산리 458-1번지","","","용매골 수영장","20140930131318","I","2018-08-31 23:59:59.0","","165845.369428","198922.08893","수영장업","사립","0","","","","","","",
"837","수영장업","10_35_01_P","4980000","CDFH3301012015000001","20150513","","01","영업/정상","13","영업중","","","","","","","515801","전라남도 장성군 장성읍 기산리 132번지","전라남도 장성군 장성읍 문화로 81","57222","장성실내수영장","20150513184647","I","2018-08-31 23:59:59.0","","179082.7854","200196.118595","수영장업","사립","Y","","1","2480.21","","","",
"838","수영장업","10_35_01_P","4820000","CDFH3301012000000001","20001227","","01","영업/정상","13","영업중","","","","","725-5001","","","전라남도 순천시 조례동 1833-1번지","전라남도 순천시 왕궁길 11 (조례동, 유심천)","57971","유심천건강랜드수영장","20160111163339","I","2018-08-31 23:59:59.0","","248499.630824","161794.838475","수영장업","사립","Y","","","960","","","",
"839","수영장업","10_35_01_P","4820000","CDFH3301012002000001","20020531","","01","영업/정상","13","영업중","","","","","743-9914","","","전라남도 순천시 장천동 39-3번지","전라남도 순천시 중앙2길 30 (장천동)","57956","웰빙수영장","20160111163433","I","2018-08-31 23:59:59.0","","244576.735073","161280.245455","수영장업","사립","Y","","","1322","","","",
"840","수영장업","10_35_01_P","4820000","CDFH3301012011000001","20110726","","01","영업/정상","13","영업중","","","","","061-811-0407","","540968","전라남도 순천시 조례동 1587-4번지 외 2 (7층)","전라남도 순천시 백강로 234 (조례동)","57968","에코 파크","20150512113125","I","2018-08-31 23:59:59.0","","247594.775804","161803.004044","수영장업","사립","Y","1","","","","","",
"841","수영장업","10_35_01_P","4820000","CDFH3301012013000001","20130625","","01","영업/정상","13","영업중","","","","","","","540965","전라남도 순천시 조례동 758-28번지","전라남도 순천시 비봉2길 4-40 (조례동)","57929","스카이휘트니스","20160517162300","I","2018-08-31 23:59:59.0","","247558.348293","164043.019101","수영장업","사립","Y","1","","8696.15","","","",
"842","수영장업","10_35_01_P","4820000","CDFH3301012014000001","20140811","","01","영업/정상","13","영업중","","","","","","","540949","전라남도 순천시 석현동 62-3번지","전라남도 순천시 환선로 133 (석현동)","57938","문화건강센터수영장","20200305091638","U","2020-03-07 02:40:00.0","","244390.38152","163304.857782","수영장업","사립","Y","","1","3477.05","","","",
"843","수영장업","10_35_01_P","4820000","CDFH3301012016000001","20161107","","01","영업/정상","13","영업중","","","","","061-743-1313","","","전라남도 순천시 연향동 1434-7","전라남도 순천시 구암1길 8 (연향동, 손해사정법인미래)","57991","퐁당퐁당어린이전용수영장(1층)","20210917151518","U","2021-09-19 02:40:00.0","","246858.025765","161082.197604","수영장업","사립","","","","","","","",
"844","수영장업","10_35_01_P","4820000","CDFH3301012018000001","20180219","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 해룡면 신대리 1981-6","전라남도 순천시 해룡면 매안로 129, 1층","58011","아쿠아차일드순천점","20220406113046","U","2022-04-08 02:40:00.0","","250294.484284","159743.687926","수영장업","사립","","","1","680","","","",
"845","수영장업","10_35_01_P","4950000","CDFH3301012018000001","20180627","","01","영업/정상","13","영업중","","","","","061-284-9002","","","전라남도 무안군 삼향읍 남악리 2254 남악아울렛","전라남도 무안군 삼향읍 대죽동로16번길 15, 남악아울렛 101동","58567","스위밍차일드","20200819141711","U","2020-08-21 02:40:00.0","","150964.051069","145901.622654","수영장업","사립","","1","","","","","",
"846","수영장업","10_35_01_P","4920000","CDFH3301012002000001","20020709","","01","영업/정상","13","영업중","","","","","","","","전라남도 강진군 강진읍 교촌리 211번지","전라남도 강진군 강진읍 종합운동장길 50-7 (강진종합운동장)","59223","강진군스포츠센터","20170123140316","I","2018-08-31 23:59:59.0","","179765.652739","127407.558047","수영장업","사립","Y","3","","6190","","","",
"847","수영장업","10_35_01_P","4820000","CDFH3301011991000001","19911009","","01","영업/정상","13","영업중","","","","","061-743-8806","","540951","전라남도 순천시 연향동 771번지","전라남도 순천시 팔마로 333 (연향동)","57992","팔마수영장","20200217170848","U","2020-02-19 02:40:00.0","","247427.884277","159729.059957","수영장업","사립","Y","","1","7254.2","","","",
"848","수영장업","10_35_01_P","4800000","CDFH3301012004000001","20040429","","01","영업/정상","13","영업중","","","","","284-8801","","530831","전라남도 목포시 옥암동 815-1번지 목포시민문화센터부지내","전라남도 목포시 부주로 312 (옥암동,목포시민문화센터부지내)","58672","KBS비즈니스 목포스포츠월드","20140430140033","I","2018-08-31 23:59:59.0","","148471.949632","146105.38922","수영장업","사립","","","","","","","",
"849","수영장업","10_35_01_P","4800000","CDFH3301012015000001","20151207","","01","영업/정상","13","영업중","","","","","277-6200","","","전라남도 목포시 옥암동 1373번지","전라남도 목포시 남악로 22-14, A동 B108.110.111호 (옥암동, 펠리시티몰)","58682","아쿠아스플래쉬 목포남악점","20190712154928","U","2019-07-14 02:40:00.0","","148707.292245","145040.503994","수영장업","사립","Y","1","","","","","",
"850","수영장업","10_35_01_P","5000000","CDFH3301012011000001","20110812","","01","영업/정상","13","영업중","","","","","061-540-6258","","539803","전라남도 진도군 진도읍 동외리 994","전라남도 진도군 진도읍 동외4길 126","","진도국민체육센터(진도실내수영장)","20210804102112","U","2021-08-06 02:40:00.0","","133474.372551","109939.995231","수영장업","공립","Y","2","1","3323.16","0","","",
"851","수영장업","10_35_01_P","4970000","CDFH3301012003000001","20030212","","01","영업/정상","13","영업중","","","","","061-356-5600","","513872","전라남도 영광군 법성면 입암리 288-1","","","영광리조트","20201113111936","U","2020-11-15 02:40:00.0","","150668.992829","204228.208173","수영장업","사립","","","","1112.2","","","",
"852","수영장업","10_35_01_P","4940000","CDFH3301012002000001","20021230","","01","영업/정상","13","영업중","","","","","061-460-4122","","526896","전라남도 영암군 삼호읍 용당리 2178-2","전라남도 영암군 삼호읍 신항로 63-12","","현대한마음회관 수영장","20200818192204","U","2020-08-20 02:40:00.0","","143108.798554","138659.559123","수영장업","사립","Y","","","","","","",
"853","수영장업","10_35_01_P","4940000","CDFH3301012007000001","20070727","","01","영업/정상","13","영업중","","","","","061-472-1843","","526871","전라남도 영암군 학산면 학계리 81-1번지","전라남도 영암군 학산면 학계길 80","","토담골","20170524094234","I","2018-08-31 23:59:59.0","","165233.546919","133225.007183","수영장업","사립","Y","","","","","","",
"854","수영장업","10_35_01_P","4940000","CDFH3301012008000001","20080709","","01","영업/정상","13","영업중","","","","","469-5251","","526892","전라남도 영암군 삼호읍 삼포리 1237-6","전라남도 영암군 삼호읍 대불로 91","","라한호텔 목포 실내수영장","20220330092055","U","2022-04-01 02:40:00.0","","143807.142297","137412.251732","수영장업","사립","","1","1","29217.64","","","",
"855","수영장업","10_35_01_P","4940000","CDFH3301012009000001","20090820","","01","영업/정상","13","영업중","","","","","070-7789-4369","","526871","전라남도 영암군 학산면 학계리 184-1번지","전라남도 영암군 학산면 학계길 93","","삼락정 랜드","20160808151619","I","2018-08-31 23:59:59.0","","165575.43666","133408.618338","수영장업","사립","Y","","4","610","","","",
"856","수영장업","10_35_01_P","4940000","CDFH3301012010000001","20100810","","01","영업/정상","13","영업중","","","","","061)473-6311","","526854","전라남도 영암군 군서면 해창리 6-10번지","전라남도 영암군 군서면 마한로 331","","월출산온천관광호텔 야외수영장","20190211143257","U","2019-02-13 02:40:00.0","","168506.182449","146341.002558","수영장업","사립","Y","","1","10883","","","",
"857","수영장업","10_35_01_P","4840000","CDFH3301012001000001","20011004","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 마동 359번지 광양커뮤니티센터","전라남도 광양시 중마로 410, 광양커뮤니티센터 1층 (마동)","57777","광양레포츠(수영장)","20191117105847","U","2019-11-19 02:40:00.0","","264157.860805","161084.157581","수영장업","사립","","2","","12910.12","","","",
"858","수영장업","10_35_01_P","4840000","CDFH3301012011000001","20110616","","01","영업/정상","13","영업중","","","","","061)797-3921","","545812","전라남도 광양시 봉강면 석사리 129번지 (1층)","전라남도 광양시 봉강면 명암길 7","57728","광양수영장","20140107175251","I","2018-08-31 23:59:59.0","","252259.126076","164781.056972","수영장업","사립","","","1","6094","","","",
"859","수영장업","10_35_01_P","3780000","CDFH3301012014000001","20140424","","01","영업/정상","13","영업중","","","","","031-724-2640","","463400","경기도 성남시 분당구 삼평동 670번지 유스페이스1 지하1층 125-1","경기도 성남시 분당구 대왕판교로 660, 지하1층 125-1호 (삼평동, 유스페이스1)","13494","키즈스플래쉬","20200117111801","U","2020-01-19 02:40:00.0","","209403.184110554","433182.472092071","수영장업","사립","Y","3","","","","","",
"860","수영장업","10_35_01_P","3780000","CDFH3301012014000002","20141231","","01","영업/정상","13","영업중","","","","","031-717-0337","","463914","경기도 성남시 분당구 정자동 110번지 한솔마을 청구코아상가 지하2층 201호","경기도 성남시 분당구 불정로 219, 지하2층 201호 (정자동, 한솔마을 청구코아상가)","13608","키튼코리아","20141231182855","I","2018-08-31 23:59:59.0","","210770.18438043","429207.932813903","수영장업","사립","Y","1","","","","","",
"861","수영장업","10_35_01_P","3780000","CDFH3301012015000001","20151207","","01","영업/정상","13","영업중","","","","","714-2323","","","경기도 성남시 분당구 수내동 56","경기도 성남시 분당구 내정로166번길 7-6, 지층 1호 (수내동, 파크타운대림아파트)","13599","키즈앤맘 어린이전용수영장","20220111124450","U","2022-01-13 02:40:00.0","","210620.844064672","430091.101912817","수영장업","사립","","","","","","","",
"862","수영장업","10_35_01_P","3780000","CDFH3301012016000001","20160817","","01","영업/정상","13","영업중","","","","","1833-6697","","","경기도 성남시 수정구 창곡동 546","경기도 성남시 수정구 위례광장로 45, 4층 401~405호 (창곡동)","13647","아쿠아스타","20211126091205","U","2021-11-28 02:40:00.0","","212341","440698","수영장업","사립","","","","","","","",
"863","수영장업","10_35_01_P","3780000","CDFH3301012016000002","20161025","","01","영업/정상","13","영업중","","","","","0507-1445-5611","","","경기도 성남시 수정구 창곡동 547-10","경기도 성남시 수정구 위례광장로 21-12, 지층 101호 (창곡동)","13647","오션차일드","20210107153823","U","2021-01-09 02:40:00.0","","212259","440355","수영장업","사립","","","","","","","",
"864","수영장업","10_35_01_P","3100000","CDFH3301012020000002","20200803","","01","영업/정상","13","영업중","","","","","02-6952-3944","","","서울특별시 노원구 중계동 359-1 중계5단지주공아파트","서울특별시 노원구 중계로 230, 제1상가동 지하층 101호 (중계동, 중계5단지주공아파트)","01713","리틀마린스포츠","20210715095002","U","2021-07-17 02:40:00.0","","206630.714120071","461164.120761815","수영장업","사립","Y","","","","","","",
"865","수영장업","10_35_01_P","3030000","CDFH3301012012000001","20120111","","01","영업/정상","13","영업중","","","","","02-2282-2287","","","서울특별시 성동구 금호동1가 1558 서희빌딩","서울특별시 성동구 독서당로 335, 서희빌딩 (금호동1가)","04718","짐엔풀","20200728131335","U","2020-07-30 02:40:00.0","","202252.245701789","449559.319964378","수영장업","사립","Y","1","","388.47","","","",
"866","수영장업","10_35_01_P","3030000","CDFH3301012016000001","20161017","","01","영업/정상","13","영업중","","","","","02-2088-1020","","","서울특별시 성동구 행당동 147번지","서울특별시 성동구 왕십리로 278-17, 상가201동 B01,B02호 (행당동, 행당동삼부아파트상가)","04751","블루라군","20200128144815","U","2020-01-30 02:40:00.0","","203239.114934071","450858.666779597","수영장업","사립","Y","2","","","","","",
"867","수영장업","10_35_01_P","3020000","CDFH3301011988000001","19880613","","01","영업/정상","13","영업중","","","","","02-794-0171","","","서울특별시 용산구 이태원동 119-25번지","서울특별시 용산구 이태원로 179 (이태원동, 해밀톤호텔 (본관))","04350","해밀톤수영장(실외)","20181109084108","U","2018-11-11 02:38:41.0","","199363.595799729","448050.926289223","수영장업","사립","Y","1","","","","","",
"868","수영장업","10_35_01_P","3020000","CDFH3301012016000001","20160323","","01","영업/정상","13","영업중","","","","","02-3785-2532","","","서울특별시 용산구 서빙고동 241-94번지 지하1층","서울특별시 용산구 이촌로 347, 지하1층 (서빙고동, 신동아아파트)","04428","첨벙 어린이전용 수영장","20160323165509","I","2018-08-31 23:59:59.0","","198961.298107185","446302.326472725","수영장업","사립","Y","2","","","","","",
"869","수영장업","10_35_01_P","3020000","CDFH3301012017000001","20170227","","01","영업/정상","13","영업중","","","","","02-794-1001","","","서울특별시 용산구 한남동 258번지 현대리버티하우스B2","서울특별시 용산구 독서당로 70, B2층 (한남동, 현대리버티하우스)","04420","블루라군","20170227095304","I","2018-08-31 23:59:59.0","","200697.42588055","447925.577361706","수영장업","사립","Y","1","1","30966.46","","","",
"870","수영장업","10_35_01_P","3120000","CDFH3301012016000001","20160408","","01","영업/정상","13","영업중","","","","","02-374-9090","","","서울특별시 서대문구 북가좌동 150번지 지하1층호","서울특별시 서대문구 수색로 102, 지하1층 (북가좌동, 남수주상복합빌딩)","03709","키즈 돌핀 아카데미","20200316172907","U","2020-03-18 02:40:00.0","","191836.275479334","452295.332828958","수영장업","사립","Y","1","","","","","",
"871","수영장업","10_35_01_P","3120000","CDFH3301012001000001","20010221","","01","영업/정상","13","영업중","","","","","02-395-0202","","","서울특별시 서대문구 홍제동 459번지 홍제원현대아파트상가 지하4층","서울특별시 서대문구 통일로34길 37 (홍제동, 현대종합상가)","03632","F.M.C 스포츠클럽","20200130102106","U","2020-02-01 02:40:00.0","","195477.913016234","453929.325030582","수영장업","사립","","","","","","","",
"872","수영장업","10_35_01_P","4280000","CDFH3301012019000001","20190702","","01","영업/정상","13","영업중","","","","","033-330-5440","","","강원도 평창군 진부면 간평리 221-1번지 켄싱턴플로라호텔","강원도 평창군 진부면 진고개로 231, 켄싱턴플로라호텔","25322","켄싱턴호텔평창 실외수영장","20200306110953","U","2020-03-08 02:40:00.0","","340818.13750763","466311.107992927","수영장업","사립","Y","","1","32837.04","","","",
"873","수영장업","10_35_01_P","4040000","CDFH3301012019000003","20190830","","01","영업/정상","13","영업중","","","","","031-791-0818","","","경기도 하남시 망월동 1129-4번지 에코타워","경기도 하남시 미사강변동로84번길 39, 에코타워 902,903,904,905,906호 (망월동)","12912","쁘띠몽드 스위밍 아카데미","20190830150532","I","2019-09-01 02:22:16.0","","","","수영장업","사립","","1","","","","","",
"874","수영장업","10_35_01_P","5000000","CDFH3301012019000001","20190712","","01","영업/정상","13","영업중","","","","","","","","전라남도 진도군 의신면 초사리 산 287","전라남도 진도군 의신면 송군길 30-40","58936","쏠비치 호텔앤리조트 진도 인피니터풀","20210526180301","U","2021-05-28 02:40:00.0","","138079.402489","100523.20115","수영장업","사립","Y","","","27205.57","","","",
"875","수영장업","10_35_01_P","4050000","CDFH3301012019000004","20200121","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 보정동 465-4번지 자람유치원 지하호","경기도 용인시 기흥구 이현로30번길 17-3, 자람유치원 지하층 (보정동)","16926","돌고래스포츠","20200121184444","U","2020-01-23 02:40:00.0","","208694.438324891","423101.418008816","수영장업","사립","Y","1","1","1328.37","","","",
"876","수영장업","10_35_01_P","3570000","CDFH3301012019000001","20191205","","01","영업/정상","13","영업중","","","","","032-930-7110","","","인천광역시 강화군 길상면 온수리 470-39번지 노인문화센터","인천광역시 강화군 길상면 마니산로 36, 노인문화센터","23050","노인문화센터","20191205162141","I","2019-12-07 00:23:27.0","","","","수영장업","사립","","","1","2628.26","","","",
"877","수영장업","10_35_01_P","4490000","CDFH3301012019000001","20191219","","01","영업/정상","13","영업중","","","","","041-529-5040","","","충청남도 천안시 서북구 성환읍 매주리 393-10번지","충청남도 천안시 서북구 성환읍 성환1로 45","31019","천안북부스포츠센터수영장","20191219135901","I","2019-12-21 00:23:26.0","","211707.419412","377593.393202","수영장업","사립","Y","1","0","4489.05","0","","",
"878","수영장업","10_35_01_P","3990000","CDFH3301012019000004","20191114","","01","영업/정상","13","영업중","","","","","0315942345","","","경기도 남양주시 호평동 231-1번지","경기도 남양주시 천마산로 21, 지하1층 (호평동)","12141","씨몬 어린이 수영장","20191114125123","I","2019-11-16 00:23:15.0","","221765.222594362","462375.51600982","수영장업","사립","","2","","","","","",
"879","수영장업","10_35_01_P","5710000","CDFH3301012019000001","20191023","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 288-6번지","충청북도 청주시 흥덕구 대농로 33, 테라스퀘어 311~315호 (복대동)","28424","아이푸른어린이수영장","20191026135223","U","2019-10-29 02:40:00.0","","238016.471267","349109.94137","수영장업","사립","Y","","","24545.45","","","",
"880","수영장업","10_35_01_P","4640000","CDFH3301012019000001","20191122","","01","영업/정상","13","영업중","","","","","063-237-0022","","","전라북도 전주시 완산구 중화산동2가 752-3번지","전라북도 전주시 완산구 화산천변로 24, 지하층 (중화산동2가)","54974","헬로키즈풀","20191122141655","I","2019-11-24 00:23:36.0","","210445.597706","257897.369343","수영장업","사립","Y","1","","4078.63","","","",
"881","수영장업","10_35_01_P","4900000","CDFH3301012019000001","20191017","","01","영업/정상","13","영업중","","","","","","","","전라남도 화순군 화순읍 삼천리 663-1","전라남도 화순군 화순읍 충의로 29","58137","스마일어린이수영장","20200820141906","U","2020-08-22 02:40:00.0","","198193.503638","172994.342909","수영장업","사립","Y","2","","","","","",
"882","수영장업","10_35_01_P","3230000","CDFH3301012022000002","20220224","","01","영업/정상","13","영업중","","","","","02-400-8889","","","서울특별시 송파구 문정동 96-15 부일빌딩 지하층 101호","서울특별시 송파구 새말로 133, 부일빌딩 지하층 101호 (문정동)","05802","헬로우 키즈 스위밍","20220224160042","I","2022-02-26 00:22:49.0","","211333.194598557","442366.025292141","수영장업","사립","","0","0","1805.34","0","","",
"883","수영장업","10_35_01_P","5380000","CDFH3301012022000001","20220329","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 물금읍 범어리 2710-1 양산 유림노르웨이숲","경상남도 양산시 물금읍 범구로 14, BE동 1호 (양산 유림노르웨이숲)","50611","망고키즈수영장 양산점","20220329162527","I","2022-03-31 00:22:34.0","","382883.341064998","204962.55596119","수영장업","사립","Y","2","0","0","0","","",
"884","수영장업","10_35_01_P","4010000","CDFH3301012022000001","20220223","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 은행동 0","경기도 시흥시 수인로 3244, 4층 402호 (은행동)","14923","어스플레잉","20220330135357","U","2022-04-01 02:40:00.0","","","","수영장업","사립","","1","0","0","0","","",
"885","수영장업","10_35_01_P","3620000","CDFH3301012022000001","20220302","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 각화동 330","광주광역시 북구 동문대로248번길 48 (각화동)","61139","주식회사 어반수영장","20220302085424","I","2022-03-04 00:22:37.0","","194166.929476","187045.698907","수영장업","사립","Y","1","0","0","0","","",
"886","수영장업","10_35_01_P","3520000","CDFH3301012022000001","20220207","","01","영업/정상","13","영업중","","","","","032-833-1138","","","인천광역시 연수구 송도동 21-26","인천광역시 연수구 해돋이로 160-19, 7층 701~706호 (송도동)","22002","하비엘럭스","20220302101312","U","2022-03-04 02:40:00.0","","168658.278999911","432754.397554123","수영장업","사립","","2","0","0","0","","",
"887","수영장업","10_35_01_P","4820000","CDFH3301012022000001","20220321","","01","영업/정상","13","영업중","","","","","061-751-0990","","","전라남도 순천시 용당동 433-2","전라남도 순천시 삼산로 92-73, 1층 (용당동)","57935","라이언 스위밍 센터 용당점","20220322185027","I","2022-03-23 00:22:45.0","","","","수영장업","사립","","0","0","0","0","","",
"888","수영장업","10_35_01_P","5110000","CDFH3301011996000001","19960725","","01","영업/정상","13","영업중","","","","","054-532-1230","","742961","경상북도 상주시 사벌국면 삼덕리 산 11-4","경상북도 상주시 사벌면 경천로 683-47","37128","경천대어린이랜드수영장","20211029185904","U","2021-10-31 02:40:00.0","","310278","329395","수영장업","사립","Y","0","0","0","0","","",
"889","수영장업","10_35_01_P","5250000","CDFH3301011995000001","19950720","","01","영업/정상","13","영업중","","","","","054-787-1907","","767843","경상북도 울진군 온정면 선구리 848","경상북도 울진군 온정면 백암온천로 875","","백암산랜드수영장","20201119115554","U","2020-11-21 02:40:00.0","","408608.381698819","363171.061102206","수영장업","사립","","","1","120.43","","","",
"890","수영장업","10_35_01_P","3530000","CDFH3301012015000002","20151207","","01","영업/정상","13","영업중","","","","","032-435-7977","","","","인천광역시 남동구 소래역남로16번길 75, 지하층 101-2호 (논현동, 에코프라자)","21674","블루마린어린이전용수영장(논현점)","20160623154326","I","2018-08-31 23:59:59.0","","176289.301104774","433115.954737015","수영장업","사립","","","","","","","",
"891","수영장업","10_35_01_P","3530000","CDFH3301012017000001","20170119","","01","영업/정상","13","영업중","","","","","032-469-9050","","","인천광역시 남동구 만수동 1078-10","인천광역시 남동구 장승로 14, 지하1층 (만수동, 창대아트빌)","21594","아쿠아 프랜즈","20211116155359","U","2021-11-18 02:40:00.0","","176419.040765529","438250.2727023","수영장업","사립","","1","","4823","","","",
"892","수영장업","10_35_01_P","3530000","CDFH3301012017000002","20170920","","01","영업/정상","13","영업중","","","","","032-466-0022","","","인천광역시 남동구 서창동 687-2번지 502호","인천광역시 남동구 서창남로 69, 5층 502호 (서창동)","21614","키즈 앤 쿠아(KIDS & QUA)","20170920114031","I","2018-08-31 23:59:59.0","","177684.54789213","435937.136166187","수영장업","사립","","1","1","5406.38","","","",
"893","수영장업","10_35_01_P","3570000","CDFH3301012014000001","20140605","","01","영업/정상","13","영업중","","","","","930-7000","","","인천광역시 강화군 강화읍 국화리 46-6 강화국민체육센터","인천광역시 강화군 강화읍 강화대로 591, 강화국민체육센터","23028","강화국민체육센터","20220208084253","U","2022-02-10 02:40:00.0","","153114.275509955","472556.380265837","수영장업","사립","","2","","2636.13","","","",
"894","수영장업","10_35_01_P","3540000","CDFH3301012015000001","20150702","","01","영업/정상","13","영업중","","","","","032-504-4400","","403825","인천광역시 부평구 부평동 798-32","인천광역시 부평구 부평대로167번길 13, 지하1층 (부평동)","21364","주식회사 라이프키즈스윔","20211019144944","U","2021-10-21 02:40:00.0","","175162.829791522","444894.218457854","수영장업","사립","","0","0","0","0","","",
"895","수영장업","10_35_01_P","3520000","CDFH3301012014000001","20140306","","01","영업/정상","13","영업중","","","","","814-3322","","406130","인천광역시 연수구 동춘동 1113-2번지 지하1층","인천광역시 연수구 동곡재로 16 (동춘동)","21963","멤버쉽풀","20200220113827","U","2020-02-22 02:40:00.0","","170969.653742534","434873.631025428","수영장업","사립","","1","","","","","",
"896","수영장업","10_35_01_P","3520000","CDFH3301012015000001","20151109","","01","영업/정상","13","영업중","","","","","1644-7926","","","인천광역시 연수구 청학동 451번지 시대아파트상가","인천광역시 연수구 용담로 11, 지1층 (청학동, 시대아파트)","21916","블루라군","20200228094305","U","2020-03-01 02:40:00.0","","170681.89889168","435649.139531741","수영장업","사립","Y","","","","","","",
"897","수영장업","10_35_01_P","3520000","CDFH3301012015000002","20150623","","01","영업/정상","13","영업중","","","","","834-2244","","","인천광역시 연수구 선학동 352번지 상가동 지하1,2층","인천광역시 연수구 선학로 101, 상가동 지하1,2층 (선학동, 뉴서울1차아파트)","21910","미라클 스포츠(주)","20190321161015","U","2019-03-23 02:40:00.0","","173383.493477295","435919.616344878","수영장업","사립","","2","","1608.74","","","",
"898","수영장업","10_35_01_P","3520000","CDFH3301012016000001","20160303","","01","영업/정상","13","영업중","","","","","819-0022","","","인천광역시 연수구 송도동 7-50번지 본관동 B109B호","인천광역시 연수구 갯벌로 12 (송도동, 미추홀타워 본관)","21999","주식회사 블루라군수영장","20200123090331","U","2020-01-25 02:40:00.0","","169347.622511638","431201.100992673","수영장업","사립","Y","2","","","","","",
"899","수영장업","10_35_01_P","3520000","CDFH3301012016000002","20161205","","01","영업/정상","13","영업중","","","","","715-7795","","","인천광역시 연수구 송도동 187번지","인천광역시 연수구 송도문화로 119 (송도동, 인천글로벌캠퍼스)","21985","IGC글로벌캠퍼스 수영장","20161205184150","I","2018-08-31 23:59:59.0","","170520.744174561","430406.33402895","수영장업","사립","","2","","","","","",
"900","수영장업","10_35_01_P","3560000","CDFH3301012003000001","20030625","","01","영업/정상","13","영업중","","","","","561-4115","","404260","인천광역시 서구 마전동 산 147번지","인천광역시 서구 완정로92번길 18 (마전동)","22633","검단복지회관 수영장","20180802164930","I","2018-08-31 23:59:59.0","","170536.86063500000","455764.87475500000","수영장업","사립","Y","","","","","","",
"901","수영장업","10_35_01_P","3560000","CDFH3301012015000001","20150615","","01","영업/정상","13","영업중","","","","","032-715-6688","","404180","인천광역시 서구 청라동 130-4","인천광역시 서구 청라에메랄드로 134, 상가동 지하1층 101호 (연희동, 호반베르디움앤영무예다움 )","22735","블루라군","20210622101123","U","2021-06-24 02:40:00.0","","169702.086678435","448396.011415095","수영장업","사립","Y","1","","","","","",
"902","수영장업","10_35_01_P","3560000","CDFH3301012016000001","20160321","","01","영업/정상","13","영업중","","","","","032-569-4320","","","인천광역시 서구 청라동 163-3번지 홍익파크 802호","인천광역시 서구 중봉대로586번길 19, 8층 802호 (연희동, 홍익파크)","22736","포세이돈 스위밍 아카데미","20190821175747","U","2019-08-23 02:40:00.0","","169175.412523405","447818.85","수영장업","사립","Y","1","1","24800.52","","","",
"903","수영장업","10_35_01_P","3560000","CDFH3301012016000002","20160802","","01","영업/정상","13","영업중","","","","","032-566-9985","","","인천광역시 서구 당하동 895-1 상가동 지101호","인천광역시 서구 서곶로 818, 상가동 지하1층 지하101호 (당하동, 영남탑스빌아파트)","22677","검단오션차일드","20200825163006","U","2020-08-27 02:40:00.0","","171265.701355649","454289.25380031","수영장업","사립","","","","","","","",
"904","수영장업","10_35_01_P","3560000","CDFH3301012017000001","20170914","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 경서동 726-1번지","인천광역시 서구 경서로 80, 지하1층층 (경서동)","22691","마린어린이수영장","20191114111156","U","2019-11-16 02:40:00.0","","169352.701751547","450840.760238654","수영장업","사립","","","","","","","",
